Organism,feature_number,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource,Experiment,Replicate,DayNight,variable,value
Pocillopora verrucosa,2445,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,1,Day,T0,31060113.73088672
Pocillopora verrucosa,2445,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,2,Day,T0,31060113.73088672
Pocillopora verrucosa,2445,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,3,Day,T0,31060113.73088672
Pocillopora verrucosa,2445,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,4,Day,T0,31060113.73088672
Pocillopora verrucosa,2575,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,1,Day,T0,12040493.501671683
Pocillopora verrucosa,2575,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,2,Day,T0,12040493.501671683
Pocillopora verrucosa,2575,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,3,Day,T0,12040493.501671683
Pocillopora verrucosa,2575,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,4,Day,T0,12040493.501671683
Pocillopora verrucosa,2734,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,2390845.5879648374
Pocillopora verrucosa,2734,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,2390845.5879648374
Pocillopora verrucosa,2734,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,2390845.5879648374
Pocillopora verrucosa,2734,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,2390845.5879648374
Pocillopora verrucosa,2997,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,1,Day,T0,28391043.452929676
Pocillopora verrucosa,2997,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,2,Day,T0,28391043.452929676
Pocillopora verrucosa,2997,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,3,Day,T0,28391043.452929676
Pocillopora verrucosa,2997,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,4,Day,T0,28391043.452929676
Pocillopora verrucosa,3080,87,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,28659601.64262106
Pocillopora verrucosa,3080,87,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,28659601.64262106
Pocillopora verrucosa,3080,87,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,28659601.64262106
Pocillopora verrucosa,3080,87,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,28659601.64262106
Pocillopora verrucosa,3185,87,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,4111222.6830428625
Pocillopora verrucosa,3185,87,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,4111222.6830428625
Pocillopora verrucosa,3185,87,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,4111222.6830428625
Pocillopora verrucosa,3185,87,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,4111222.6830428625
Pocillopora verrucosa,3206,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,2032701.9124765643
Pocillopora verrucosa,3206,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,2032701.9124765643
Pocillopora verrucosa,3206,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,2032701.9124765643
Pocillopora verrucosa,3206,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,2032701.9124765643
Pocillopora verrucosa,3610,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,1,Day,T0,9987470.6728241
Pocillopora verrucosa,3610,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,2,Day,T0,9987470.6728241
Pocillopora verrucosa,3610,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,3,Day,T0,9987470.6728241
Pocillopora verrucosa,3610,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,4,Day,T0,9987470.6728241
Pocillopora verrucosa,3639,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,1,Day,T0,8610876.436250055
Pocillopora verrucosa,3639,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,2,Day,T0,8610876.436250055
Pocillopora verrucosa,3639,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,3,Day,T0,8610876.436250055
Pocillopora verrucosa,3639,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,4,Day,T0,8610876.436250055
Pocillopora verrucosa,3751,87,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,2759344.2223281083
Pocillopora verrucosa,3751,87,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,2759344.2223281083
Pocillopora verrucosa,3751,87,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,2759344.2223281083
Pocillopora verrucosa,3751,87,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,2759344.2223281083
Pocillopora verrucosa,4168,87,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,1213716.142710937
Pocillopora verrucosa,4168,87,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,1213716.142710937
Pocillopora verrucosa,4168,87,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,1213716.142710937
Pocillopora verrucosa,4168,87,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,1213716.142710937
Pocillopora verrucosa,4205,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,19550151.98901181
Pocillopora verrucosa,4205,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,19550151.98901181
Pocillopora verrucosa,4205,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,19550151.98901181
Pocillopora verrucosa,4205,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,19550151.98901181
Pocillopora verrucosa,4348,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,1,Day,T0,1350751.140781245
Pocillopora verrucosa,4348,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,2,Day,T0,1350751.140781245
Pocillopora verrucosa,4348,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,3,Day,T0,1350751.140781245
Pocillopora verrucosa,4348,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,4,Day,T0,1350751.140781245
Pocillopora verrucosa,4366,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,1,Day,T0,14290196.304390613
Pocillopora verrucosa,4366,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,2,Day,T0,14290196.304390613
Pocillopora verrucosa,4366,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,3,Day,T0,14290196.304390613
Pocillopora verrucosa,4366,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,4,Day,T0,14290196.304390613
Pocillopora verrucosa,4450,490,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,2093228.8625350753
Pocillopora verrucosa,4450,490,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,2093228.8625350753
Pocillopora verrucosa,4450,490,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,2093228.8625350753
Pocillopora verrucosa,4450,490,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,2093228.8625350753
Pocillopora verrucosa,4908,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,1,Day,T0,10478126.506763633
Pocillopora verrucosa,4908,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,2,Day,T0,10478126.506763633
Pocillopora verrucosa,4908,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,3,Day,T0,10478126.506763633
Pocillopora verrucosa,4908,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,4,Day,T0,10478126.506763633
Pocillopora verrucosa,5116,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,1,Day,T0,3461500.8969843853
Pocillopora verrucosa,5116,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,2,Day,T0,3461500.8969843853
Pocillopora verrucosa,5116,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,3,Day,T0,3461500.8969843853
Pocillopora verrucosa,5116,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,4,Day,T0,3461500.8969843853
Pocillopora verrucosa,7013,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,1,Day,T0,20049494.06382616
Pocillopora verrucosa,7013,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,2,Day,T0,20049494.06382616
Pocillopora verrucosa,7013,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,3,Day,T0,20049494.06382616
Pocillopora verrucosa,7013,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,4,Day,T0,20049494.06382616
Pocillopora verrucosa,7036,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,T0,5127934.884912127
Pocillopora verrucosa,7036,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,T0,5127934.884912127
Pocillopora verrucosa,7036,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,T0,5127934.884912127
Pocillopora verrucosa,7036,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,T0,5127934.884912127
Pocillopora verrucosa,7138,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,1,Day,T0,6745257.553507717
Pocillopora verrucosa,7138,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,2,Day,T0,6745257.553507717
Pocillopora verrucosa,7138,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,3,Day,T0,6745257.553507717
Pocillopora verrucosa,7138,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,4,Day,T0,6745257.553507717
Pocillopora verrucosa,7352,2292,Fatty Acyls,1.1,class,2,Library,dorcierr,1,Day,T0,10211313.951384757
Pocillopora verrucosa,7352,2292,Fatty Acyls,1.1,class,2,Library,dorcierr,2,Day,T0,10211313.951384757
Pocillopora verrucosa,7352,2292,Fatty Acyls,1.1,class,2,Library,dorcierr,3,Day,T0,10211313.951384757
Pocillopora verrucosa,7352,2292,Fatty Acyls,1.1,class,2,Library,dorcierr,4,Day,T0,10211313.951384757
Pocillopora verrucosa,7462,490,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,1936294.376761728
Pocillopora verrucosa,7462,490,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,1936294.376761728
Pocillopora verrucosa,7462,490,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,1936294.376761728
Pocillopora verrucosa,7462,490,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,1936294.376761728
Pocillopora verrucosa,7579,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,1,Day,T0,8838677.780787094
Pocillopora verrucosa,7579,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,2,Day,T0,8838677.780787094
Pocillopora verrucosa,7579,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,3,Day,T0,8838677.780787094
Pocillopora verrucosa,7579,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,4,Day,T0,8838677.780787094
Pocillopora verrucosa,7726,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,1,Day,T0,2353675.093648426
Pocillopora verrucosa,7726,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,2,Day,T0,2353675.093648426
Pocillopora verrucosa,7726,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,3,Day,T0,2353675.093648426
Pocillopora verrucosa,7726,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,4,Day,T0,2353675.093648426
Pocillopora verrucosa,7781,87,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,1454841.8613984482
Pocillopora verrucosa,7781,87,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,1454841.8613984482
Pocillopora verrucosa,7781,87,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,1454841.8613984482
Pocillopora verrucosa,7781,87,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,1454841.8613984482
Pocillopora verrucosa,8290,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,1,Day,T0,6425134.938367185
Pocillopora verrucosa,8290,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,2,Day,T0,6425134.938367185
Pocillopora verrucosa,8290,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,3,Day,T0,6425134.938367185
Pocillopora verrucosa,8290,2035,Fatty Acyls,1,class,10,Insilico,dorcierr,4,Day,T0,6425134.938367185
Pocillopora verrucosa,9435,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,3562393.331246109
Pocillopora verrucosa,9435,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,3562393.331246109
Pocillopora verrucosa,9435,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,3562393.331246109
Pocillopora verrucosa,9435,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,3562393.331246109
Pocillopora verrucosa,10155,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,T0,4360595.289390541
Pocillopora verrucosa,10155,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,T0,4360595.289390541
Pocillopora verrucosa,10155,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,T0,4360595.289390541
Pocillopora verrucosa,10155,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,T0,4360595.289390541
Pocillopora verrucosa,10205,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,1,Day,T0,54666211.258312516
Pocillopora verrucosa,10205,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,2,Day,T0,54666211.258312516
Pocillopora verrucosa,10205,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,3,Day,T0,54666211.258312516
Pocillopora verrucosa,10205,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,4,Day,T0,54666211.258312516
Pocillopora verrucosa,10459,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,4757414.852648405
Pocillopora verrucosa,10459,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,4757414.852648405
Pocillopora verrucosa,10459,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,4757414.852648405
Pocillopora verrucosa,10459,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,4757414.852648405
Pocillopora verrucosa,10572,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,1,Day,T0,4866653.262833986
Pocillopora verrucosa,10572,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,2,Day,T0,4866653.262833986
Pocillopora verrucosa,10572,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,3,Day,T0,4866653.262833986
Pocillopora verrucosa,10572,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,4,Day,T0,4866653.262833986
Pocillopora verrucosa,10993,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,1141917.3618242128
Pocillopora verrucosa,10993,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,1141917.3618242128
Pocillopora verrucosa,10993,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,1141917.3618242128
Pocillopora verrucosa,10993,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,1141917.3618242128
Pocillopora verrucosa,11091,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,4640482.492333966
Pocillopora verrucosa,11091,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,4640482.492333966
Pocillopora verrucosa,11091,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,4640482.492333966
Pocillopora verrucosa,11091,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,4640482.492333966
Pocillopora verrucosa,11124,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,21239988.82106641
Pocillopora verrucosa,11124,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,21239988.82106641
Pocillopora verrucosa,11124,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,21239988.82106641
Pocillopora verrucosa,11124,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,21239988.82106641
Pocillopora verrucosa,11130,1704,Organic acids and derivatives,0.5714285714285714,superclass,14,Insilico,dorcierr,1,Day,T0,23421001.242390856
Pocillopora verrucosa,11130,1704,Organic acids and derivatives,0.5714285714285714,superclass,14,Insilico,dorcierr,2,Day,T0,23421001.242390856
Pocillopora verrucosa,11130,1704,Organic acids and derivatives,0.5714285714285714,superclass,14,Insilico,dorcierr,3,Day,T0,23421001.242390856
Pocillopora verrucosa,11130,1704,Organic acids and derivatives,0.5714285714285714,superclass,14,Insilico,dorcierr,4,Day,T0,23421001.242390856
Pocillopora verrucosa,11155,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,18335187.440601543
Pocillopora verrucosa,11155,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,18335187.440601543
Pocillopora verrucosa,11155,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,18335187.440601543
Pocillopora verrucosa,11155,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,18335187.440601543
Pocillopora verrucosa,11169,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,T0,34705143.14881141
Pocillopora verrucosa,11169,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,T0,34705143.14881141
Pocillopora verrucosa,11169,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,T0,34705143.14881141
Pocillopora verrucosa,11169,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,T0,34705143.14881141
Pocillopora verrucosa,11247,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,9057342.434636615
Pocillopora verrucosa,11247,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,9057342.434636615
Pocillopora verrucosa,11247,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,9057342.434636615
Pocillopora verrucosa,11247,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,9057342.434636615
Pocillopora verrucosa,11263,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,T0,11092253.637252
Pocillopora verrucosa,11263,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,T0,11092253.637252
Pocillopora verrucosa,11263,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,T0,11092253.637252
Pocillopora verrucosa,11263,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,T0,11092253.637252
Pocillopora verrucosa,11299,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,26008293.731406208
Pocillopora verrucosa,11299,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,26008293.731406208
Pocillopora verrucosa,11299,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,26008293.731406208
Pocillopora verrucosa,11299,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,26008293.731406208
Pocillopora verrucosa,11321,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,1724841.9238847548
Pocillopora verrucosa,11321,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,1724841.9238847548
Pocillopora verrucosa,11321,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,1724841.9238847548
Pocillopora verrucosa,11321,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,1724841.9238847548
Pocillopora verrucosa,11350,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,10436978.717361292
Pocillopora verrucosa,11350,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,10436978.717361292
Pocillopora verrucosa,11350,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,10436978.717361292
Pocillopora verrucosa,11350,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,10436978.717361292
Pocillopora verrucosa,11365,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,1701085.4401015681
Pocillopora verrucosa,11365,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,1701085.4401015681
Pocillopora verrucosa,11365,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,1701085.4401015681
Pocillopora verrucosa,11365,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,1701085.4401015681
Pocillopora verrucosa,11389,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,1,Day,T0,1161865.8976211022
Pocillopora verrucosa,11389,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,2,Day,T0,1161865.8976211022
Pocillopora verrucosa,11389,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,3,Day,T0,1161865.8976211022
Pocillopora verrucosa,11389,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,4,Day,T0,1161865.8976211022
Pocillopora verrucosa,11506,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,3821611.7092148424
Pocillopora verrucosa,11506,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,3821611.7092148424
Pocillopora verrucosa,11506,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,3821611.7092148424
Pocillopora verrucosa,11506,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,3821611.7092148424
Pocillopora verrucosa,11528,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,1457495.5997890334
Pocillopora verrucosa,11528,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,1457495.5997890334
Pocillopora verrucosa,11528,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,1457495.5997890334
Pocillopora verrucosa,11528,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,1457495.5997890334
Pocillopora verrucosa,11544,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,2519991.388757875
Pocillopora verrucosa,11544,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,T0,2519991.388757875
Pocillopora verrucosa,11544,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,T0,2519991.388757875
Pocillopora verrucosa,11544,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,T0,2519991.388757875
Pocillopora verrucosa,11573,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,1245339.3528515478
Pocillopora verrucosa,11573,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,1245339.3528515478
Pocillopora verrucosa,11573,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,1245339.3528515478
Pocillopora verrucosa,11573,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,1245339.3528515478
Pocillopora verrucosa,11606,2237,NA,NA,NA,NA,NA,dorcierr,1,Day,T0,3892521.5136172646
Pocillopora verrucosa,11606,2237,NA,NA,NA,NA,NA,dorcierr,2,Day,T0,3892521.5136172646
Pocillopora verrucosa,11606,2237,NA,NA,NA,NA,NA,dorcierr,3,Day,T0,3892521.5136172646
Pocillopora verrucosa,11606,2237,NA,NA,NA,NA,NA,dorcierr,4,Day,T0,3892521.5136172646
Pocillopora verrucosa,11615,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,T0,4457099.836687516
